,NomeCidade,MediaSalarialGeral,SalMed_ExecGeral,SalMed_GerenteIntGeral,SalMed_FuncGeral,SalMed_TrabalhadorGeral
2118,Saint-Mars-de-Coutais,13.3,22.6,14.5,10.6,11.5
2119,Saint-Mars-du-Désert,13.6,22.1,14.0,10.7,11.1
2120,Saint-Mars-la-Jaille,11.2,21.5,13.4,9.8,10.4
2121,Saint-Michel-Chef-Chef,12.7,22.5,14.5,10.3,11.2
2122,Saint-Molf,12.5,23.9,13.7,9.8,11.2
2123,Saint-Nazaire,13.0,23.8,14.0,10.1,11.4
2124,Saint-Nicolas-de-Redon,11.9,20.7,13.8,9.8,10.9
2125,Sainte-Pazanne,13.0,22.1,14.1,10.2,11.2
2126,Saint-Père-en-Retz,11.8,21.4,14.0,9.9,11.0
2127,Saint-Philbert-de-Grand-Lieu,13.4,22.9,14.5,10.6,11.4
2128,Sainte-Reine-de-Bretagne,12.2,21.2,13.7,9.9,11.9
2129,Saint-Sébastien-sur-Loire,14.3,23.0,14.1,10.6,11.1
2130,Saint-Viaud,12.6,20.2,14.9,10.0,11.9
2131,Sautron,18.2,28.0,15.8,11.3,11.7
2132,Savenay,14.4,22.3,15.2,10.9,11.7
2133,Les Sorinières,14.3,23.4,14.4,11.0,11.4
2134,Sucé-sur-Erdre,17.9,25.9,15.1,11.9,12.2
2135,Thouaré-sur-Loire,15.3,23.3,14.8,11.2,11.4
2136,Les Touches,12.3,20.6,13.4,10.6,11.1
2137,Treillières,16.1,24.4,15.1,11.1,12.0
2138,Trignac,12.0,19.7,13.8,9.8,11.9
2139,La Turballe,12.7,24.7,14.1,9.9,11.3
2140,Vallet,13.1,22.9,13.6,10.3,11.0
2141,Varades,11.9,22.3,13.2,10.3,10.6
2142,Vay,11.9,20.3,13.3,10.0,10.7
2143,Vertou,16.1,25.8,14.8,11.2,11.7
2144,Vieillevigne,12.2,21.5,14.1,10.2,10.5
2145,Vigneux-de-Bretagne,15.9,24.9,15.0,11.4,12.0
2146,Geneston,13.3,22.7,14.6,10.8,10.8
2147,Amilly,13.5,25.4,15.0,10.2,10.8
2148,Baule,13.9,23.2,15.1,10.7,11.2
2149,Beaugency,13.8,25.5,15.3,10.3,10.6
2150,Boigny-sur-Bionne,15.9,25.5,15.7,11.9,12.9
2151,Bonny-sur-Loire,12.3,23.9,14.0,10.2,10.7
2152,Briare,13.1,24.5,15.6,10.0,11.1
2153,Cepoy,13.2,26.3,14.4,10.3,11.0
2154,Chaingy,14.6,23.9,14.9,11.3,11.8
2155,Châlette-sur-Loing,11.6,19.5,14.3,9.9,10.7
2156,La Chapelle-Saint-Mesmin,13.6,22.6,14.3,10.9,11.2
2157,Châteauneuf-sur-Loire,13.6,24.9,14.7,10.5,10.8
2158,Château-Renard,13.0,27.6,14.6,10.5,11.0
2159,Châtillon-sur-Loire,13.3,25.2,15.9,10.1,11.2
2160,Chécy,15.5,24.5,15.1,11.3,11.7
2161,Chevilly,13.1,23.1,14.8,10.5,11.1
2162,Cléry-Saint-André,14.2,22.7,15.0,11.2,11.5
2163,Corquilleroy,12.3,20.3,13.8,10.2,11.2
2164,Coullons,12.9,25.0,14.5,10.5,11.5
2165,Courtenay,12.4,23.8,14.4,10.3,11.3
2166,Dadonville,12.9,25.6,14.4,10.6,11.3
2167,Donnery,15.8,23.0,15.4,12.0,12.1
2168,Dordives,13.0,22.4,14.5,10.8,11.8
2169,Fay-aux-Loges,14.4,25.5,15.1,10.8,11.5
2170,Ferrières-en-Gâtinais,13.2,23.0,14.3,11.4,11.0
2171,La Ferté-Saint-Aubin,13.6,22.6,14.8,10.5,11.1
2172,Fleury-les-Aubrais,13.1,22.0,14.5,10.6,10.8
2173,Gien,12.9,25.7,15.0,10.0,10.8
2174,Ingré,14.4,23.3,15.1,11.2,11.2
2175,Jargeau,13.9,22.5,15.0,10.9,11.4
2176,Lailly-en-Val,13.3,22.8,14.1,10.9,11.5
2177,Lorris,13.1,23.0,16.3,9.9,10.9
2178,Loury,14.7,24.4,15.1,11.0,11.9
2179,Malesherbes,12.8,22.6,14.9,10.5,11.2
2180,Marcilly-en-Villette,14.8,23.3,14.9,11.2,12.3
2181,Mardié,14.8,23.8,15.3,11.4,11.5
2182,Meung-sur-Loire,13.5,23.7,14.2,10.5,10.7
2183,Montargis,12.3,24.6,13.7,9.7,10.4
2184,Neuville-aux-Bois,12.9,24.3,14.3,10.3,11.1
2185,Nogent-sur-Vernisson,13.0,21.6,16.5,10.4,11.4
2186,Olivet,16.5,26.4,14.9,11.3,11.7
2187,Orléans,13.7,23.1,14.1,10.4,10.4
2188,Ormes,14.3,22.8,15.4,11.3,11.5
2189,Ouzouer-sur-Loire,16.3,28.1,18.9,10.4,11.4
2190,Pannes,12.8,25.2,14.3,10.4,11.0
2191,Patay,12.2,23.4,14.5,10.4,10.8
2192,Pithiviers,11.9,23.2,14.4,9.8,10.7
2193,Poilly-lez-Gien,13.7,26.4,15.3,11.0,11.3
2194,Puiseaux,12.9,23.0,15.5,10.4,11.2
2195,Saint-Ay,13.9,22.8,14.3,11.0,11.4
2196,Saint-Benoît-sur-Loire,13.2,23.6,15.3,10.5,10.8
2197,Saint-Cyr-en-Val,16.3,24.9,15.6,11.8,11.7
2198,Saint-Denis-de-l'Hôtel,13.7,25.8,14.7,10.7,11.4
2199,Saint-Denis-en-Val,16.0,25.3,15.3,11.8,12.0
2200,Saint-Hilaire-Saint-Mesmin,16.3,25.8,15.2,11.3,11.4
2201,Saint-Jean-de-Braye,13.6,23.8,14.4,10.7,10.9
2202,Saint-Jean-de-la-Ruelle,12.3,22.1,13.9,10.1,10.6
2203,Saint-Jean-le-Blanc,15.4,26.2,15.0,10.8,11.1
2204,Saint-Pryvé-Saint-Mesmin,15.2,25.1,15.3,11.1,11.0
2205,Sandillon,15.0,22.7,15.1,11.6,11.8
2206,Saran,13.2,22.4,14.6,11.0,10.8
2207,Semoy,15.0,22.9,15.5,11.8,11.2
2208,Sully-sur-Loire,13.1,25.5,15.6,9.9,10.7
2209,Tigy,13.3,23.1,14.0,10.6,11.2
2210,Traînou,14.1,22.2,15.2,11.4,11.7
2211,Villemandeur,13.2,23.9,14.4,10.4,11.3
2212,Cahors,12.1,21.8,13.6,10.0,9.8
2213,Figeac,12.7,21.9,13.5,9.9,10.8
2214,Gourdon,11.8,24.7,13.5,9.7,10.3
2215,Gramat,12.7,26.0,14.1,9.5,10.0
2216,Pradines,13.2,24.7,13.6,10.5,10.0
2217,Prayssac,11.1,19.5,13.4,9.7,9.9
2218,Puy-l'Évêque,10.9,20.4,13.5,9.3,10.1
2219,Saint-Céré,12.4,24.3,13.3,9.7,10.4
2220,Souillac,11.2,22.2,12.5,9.8,10.1
2221,Agen,12.3,23.3,14.0,9.9,9.9
2222,Aiguillon,11.3,24.1,12.7,10.0,10.0
2223,Astaffort,11.8,21.4,12.7,9.5,10.8
2224,Bias,11.5,21.8,13.6,10.0,10.0
2225,Boé,12.5,22.4,14.6,10.0,10.5
2226,Bon-Encontre,13.9,25.3,15.4,10.7,10.6
2227,Casseneuil,11.8,24.3,13.6,10.1,10.2
2228,Castelculier,12.6,22.6,14.7,10.2,10.7
2229,Casteljaloux,11.7,23.6,13.9,9.5,10.2
2230,Clairac,11.7,24.0,13.6,10.0,9.6
2231,Colayrac-Saint-Cirq,12.6,25.1,14.0,10.1,10.9
2232,Foulayronnes,13.7,23.9,14.8,10.8,11.1
2233,Fumel,10.9,19.5,13.6,9.3,10.3
2234,Lavardac,11.5,23.5,13.2,9.5,10.3
2235,Layrac,12.5,21.7,13.6,10.0,11.1
2236,Marmande,11.8,22.0,13.6,9.9,10.2
2237,Miramont-de-Guyenne,10.3,20.6,13.0,9.3,9.4
2238,Monflanquin,11.3,21.5,12.9,10.1,10.0
2239,Monsempron-Libos,11.1,19.1,14.0,9.6,10.1
2240,Montayral,11.4,21.4,13.4,9.4,10.7
2241,Nérac,11.7,21.8,13.2,9.9,10.1
2242,Le Passage,12.4,22.4,13.8,10.2,10.8
2243,Penne-d'Agenais,12.5,23.8,14.2,10.2,10.3
2244,Pont-du-Casse,13.1,22.9,14.4,10.5,11.0
2245,Pujols,12.2,23.1,13.7,10.2,10.1
2246,Sainte-Bazeille,11.7,24.2,13.1,9.4,10.7
2247,Sainte-Livrade-sur-Lot,10.6,20.7,12.8,9.6,9.7
2248,Saint-Sylvestre-sur-Lot,11.6,18.8,13.8,9.8,10.4
2249,Tonneins,11.3,22.4,13.3,9.7,10.2
2250,Villeneuve-sur-Lot,11.4,21.4,13.3,9.9,9.8
2251,La Canourgue,11.6,18.9,13.1,10.1,10.4
2252,Langogne,11.3,19.4,12.6,9.9,10.5
2253,Marvejols,11.3,21.7,13.3,10.0,9.0
2254,Mende,11.6,21.6,13.0,10.0,10.0
2255,Saint-Chély-d'Apcher,11.2,21.2,13.6,9.7,9.8
2256,Allonnes,12.0,22.6,14.6,9.7,10.5
2257,Andard,13.2,22.4,13.8,10.5,11.1
2258,Angers,13.1,23.3,13.4,10.2,10.1
2259,Avrillé,14.9,25.1,14.4,10.8,10.5
2260,Baugé-en-Anjou,11.6,23.3,13.1,9.8,10.4
2261,Beaucouzé,14.2,22.8,14.7,10.9,10.7
2262,Beaufort-en-Vallée,11.9,22.5,13.3,9.9,10.5
2263,Beaupréau,12.0,22.8,13.4,10.0,10.2
2264,Bécon-les-Granits,12.0,20.6,13.3,10.2,10.7
2265,Bouchemaine,16.6,26.9,16.0,11.0,11.3
2266,Brain-sur-l'Authion,13.3,22.5,14.0,11.0,11.2
2267,Briollay,14.0,22.7,14.5,10.7,10.8
2268,Brissac-Quincé,12.6,22.2,13.2,10.3,10.3
2269,Candé,11.6,22.7,13.3,10.0,10.5
2270,Cantenay-Épinard,14.1,25.7,15.4,11.2,10.8
2271,Chalonnes-sur-Loire,12.7,23.2,13.6,10.4,10.8
2272,Champigné,11.3,25.3,13.6,9.5,10.4
2273,Champtoceaux,14.1,22.6,14.4,10.5,12.2
2274,Châteauneuf-sur-Sarthe,11.6,23.0,14.0,9.9,10.6
2275,Chemillé-Melay,11.6,20.7,13.3,9.7,10.4
2276,Cholet,12.7,23.5,14.0,10.2,10.3
2277,Combrée,11.1,20.0,12.4,9.9,10.6
2278,Corné,13.6,22.3,14.4,11.0,11.1
2279,Doué-la-Fontaine,11.0,20.7,13.2,9.6,9.9
2280,Drain,12.1,21.6,13.1,10.0,10.9
2281,Durtal,12.1,22.3,13.5,10.4,10.9
2282,Écouflant,13.3,23.9,13.5,10.7,10.9
2283,Feneu,12.8,21.4,14.9,10.4,10.9
2284,Gennes,11.4,20.8,13.3,9.8,10.2
2285,Gesté,11.3,19.4,13.1,10.1,10.4
2286,Valanjou,11.0,20.3,13.2,9.9,10.0
2287,Jallais,11.4,21.9,13.1,10.1,10.3
2288,Juigné-sur-Loire,16.1,27.7,14.8,11.0,11.0
2289,Le Lion-d'Angers,12.2,22.4,13.5,9.8,10.6
2290,Liré,12.5,21.3,13.7,10.5,10.9
2291,Le Longeron,11.3,21.1,12.9,9.8,10.4
2292,Longué-Jumelles,11.2,22.1,13.1,9.8,10.3
2293,Le Louroux-Béconnais,11.6,19.9,13.4,9.9,10.2
2294,Maulévrier,11.9,23.1,13.5,10.1,10.2
2295,Le May-sur-Èvre,11.4,21.4,13.0,10.2,10.3
2296,Mazé,12.5,22.2,13.7,10.5,10.8
2297,La Meignanne,14.0,23.6,14.3,10.9,10.8
2298,La Membrolle-sur-Longuenée,12.6,24.9,13.5,10.9,10.7
2299,La Ménitré,12.0,19.8,13.3,9.9,10.7
2300,Montfaucon-Montigné,12.0,22.4,12.8,10.5,10.6
2301,Montjean-sur-Loire,12.2,23.0,13.3,10.2,10.5
2302,Montreuil-Juigné,13.7,25.7,14.2,10.4,10.5
2303,Montreuil-Bellay,11.2,24.0,12.7,9.8,10.2
2304,Mozé-sur-Louet,13.2,21.7,15.1,10.6,11.1
2305,Mûrs-Erigné,13.6,23.0,13.9,10.2,10.4
2306,Pellouailles-les-Vignes,12.5,20.6,13.6,10.7,10.7
2307,Le Plessis-Grammoire,14.4,23.7,14.1,10.7,11.2
2308,La Pommeraye,11.4,20.7,13.0,9.8,10.3
2309,Les Ponts-de-Cé,13.3,23.3,14.2,10.5,10.6
2310,La Possonnière,13.2,22.3,13.9,10.3,10.7
2311,Pouancé,11.8,22.1,13.3,9.7,10.7
2312,Rochefort-sur-Loire,13.0,22.0,13.3,10.8,10.6
2313,Les Rosiers-sur-Loire,12.1,23.2,14.0,9.7,10.3
2314,Saint-André-de-la-Marche,12.3,21.5,14.0,10.2,10.6
2315,Saint-Barthélemy-d'Anjou,13.1,23.2,14.0,10.5,10.7
2316,Saint-Christophe-du-Bois,12.1,21.9,13.7,10.3,10.6
2317,Saint-Clément-de-la-Place,12.7,21.7,13.3,10.3,11.0
2318,Saint-Florent-le-Vieil,12.1,20.5,13.5,10.0,10.8
2319,Sainte-Gemmes-sur-Loire,13.7,23.1,14.3,10.5,10.7
2320,Saint-Georges-sur-Loire,12.5,22.5,13.5,10.3,10.5
2321,Saint-Germain-sur-Moine,11.9,22.2,13.6,9.9,10.5
2322,Saint-Lambert-la-Potherie,14.5,24.0,14.0,10.8,10.9
2323,Saint-Laurent-des-Autels,11.5,20.9,13.1,9.7,10.7
2324,Saint-Léger-sous-Cholet,12.7,23.9,13.6,10.5,10.9
2325,Saint-Macaire-en-Mauges,11.9,21.5,13.4,10.1,10.5
2326,Saint-Mathurin-sur-Loire,13.5,22.9,14.7,10.6,10.7
2327,Saint-Melaine-sur-Aubance,14.3,22.8,14.5,11.0,10.6
2328,Saint-Pierre-Montlimart,11.5,21.0,13.2,9.8,10.9
2329,Saint-Sylvain-d'Anjou,13.3,24.1,13.8,10.4,10.3
2330,Saumur,12.4,25.0,14.0,9.9,10.1
2331,Segré,12.0,21.1,13.9,10.3,10.8
2332,La Séguinière,13.0,23.3,13.9,10.3,10.7
2333,Seiches-sur-le-Loir,12.3,23.1,13.7,10.3,10.6
2334,Soucelles,13.8,24.2,14.4,10.4,11.2
2335,La Tessoualle,12.9,25.6,14.3,10.4,10.8
2336,Tiercé,13.0,22.6,14.3,10.5,10.8
2337,Torfou,11.7,20.9,13.9,9.9,10.5
2338,Trélazé,12.0,20.7,13.3,10.2,10.4
2339,Trémentines,12.2,22.7,14.0,10.7,10.5
2340,Vern-d'Anjou,11.7,22.4,13.2,10.2,10.5
2341,Vihiers,11.4,23.4,13.2,9.9,10.3
2342,Villedieu-la-Blouère,11.7,19.7,13.1,9.9,10.5
2343,Villevêque,14.1,27.2,14.1,10.5,10.7
2344,Vivy,11.4,24.4,13.5,9.4,10.2
2345,Agneaux,14.0,23.8,14.2,10.8,11.1
2346,Agon-Coutainville,14.5,28.6,15.0,10.1,10.5
2347,Avranches,11.7,21.6,13.7,10.0,9.5
2348,Barneville-Carteret,14.7,30.4,14.7,9.9,11.0
2349,Jullouville,14.4,26.3,17.1,10.5,11.4
2350,Brécey,11.5,20.5,13.8,9.8,10.8
2351,Bréhal,12.7,22.5,14.5,10.3,10.4
2352,Bricquebec,13.8,24.5,17.1,10.2,11.3
2353,Brix,13.6,23.2,15.4,10.2,11.5
2354,Carentan,11.7,22.8,13.8,9.7,10.3
2355,Cherbourg-Octeville,13.9,24.5,14.5,10.0,10.8
2356,Condé-sur-Vire,12.4,21.8,14.4,10.4,10.9
2357,Coutances,11.6,21.7,13.3,9.7,9.9
2358,Créances,11.4,29.5,12.9,9.8,10.1
2359,Donville-les-Bains,13.2,24.1,14.8,10.4,10.8
2360,Ducey,11.6,19.2,13.7,9.9,11.1
2361,Équeurdreville-Hainneville,14.2,23.9,14.9,10.0,11.4
2362,La Glacerie,12.6,21.3,14.5,10.2,11.0
2363,Gouville-sur-Mer,13.0,23.0,14.5,10.2,10.4
2364,Granville,12.4,24.9,13.9,9.7,10.5
2365,Lessay,11.5,22.1,15.4,9.9,10.4
2366,Marigny,12.0,22.7,13.0,10.1,10.9
2367,Montebourg,10.6,20.5,14.2,9.6,8.7
2368,Percy,11.7,20.8,13.4,10.0,10.5
2369,Périers,11.1,22.7,13.1,9.4,10.1
2370,Les Pieux,16.9,28.8,18.5,10.0,11.9
2371,Pontorson,11.1,21.7,13.9,9.7,10.5
2372,Querqueville,14.3,24.4,16.0,10.2,11.5
2373,Saint-Amand,12.2,23.5,13.3,10.4,11.1
2374,Saint-Hilaire-du-Harcouët,11.4,20.7,13.3,9.6,10.7
2375,Saint-James,11.6,26.1,13.4,9.9,10.7
2376,Saint-Lô,12.3,22.8,13.3,10.2,10.1
2377,Saint-Martin-des-Champs,14.2,26.3,15.3,10.9,11.2
2378,Saint-Pair-sur-Mer,14.3,27.0,14.8,10.3,10.5
2379,Saint-Sauveur-le-Vicomte,11.8,19.5,14.5,10.1,10.7
2380,Torigni-sur-Vire,11.9,22.1,13.9,9.8,10.7
2381,Tourlaville,13.2,22.7,14.8,10.3,11.1
2382,Urville-Nacqueville,16.6,24.7,16.2,10.7,12.4
2383,Valognes,13.1,26.5,14.3,10.0,10.4
2384,Villedieu-les-Poêles,11.0,20.0,13.2,9.9,10.4
2385,Ay,12.9,23.0,14.1,10.2,12.3
2386,Bétheny,14.5,25.3,15.5,11.1,11.7
2387,Châlons-en-Champagne,12.3,22.7,13.5,10.1,10.6
2388,Cormontreuil,15.0,24.8,15.2,11.3,11.8
2389,Courtisols,14.2,22.4,15.0,10.9,11.8
2390,Dormans,12.8,23.5,14.5,10.4,11.1
2391,Épernay,13.0,24.7,14.2,10.5,11.2
2392,Fagnières,13.0,22.2,14.1,10.3,11.6
2393,Fère-Champenoise,12.2,24.9,15.5,10.3,11.1
2394,Fismes,11.9,21.5,14.3,10.1,10.7
2395,Montmirail,12.0,22.7,14.2,9.9,10.2
2396,Mourmelon-le-Grand,11.6,24.4,14.2,9.8,10.5
